@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
' Provides a reconciler add-on for an <tt>ITextViewer</tt>. ',non-directive
'A&nbsp; reconciler provides generic synchronization support&nbsp; with the content of the document serving as the <tt>ITextViewer</tt>\'s input. ',directive
'There is no explicit model of what is synchronized. ',directive
'<h2> Package Specification</h2> <tt>IReconciler</tt> defines the concept of a reconciler. ',non-directive
'It collaborates with content type specific reconciling strategies (<tt>IReconcilingStrategy</tt>) which perform the synchronization for a given dirty region. ',directive
'The package contains a default implementation of <tt>IReconciler</tt> (<tt>Reconciler</tt>).  ',non-directive
'<tt>Reconciler</tt> and <tt>_ClassElement_</tt> implements reconciling as a periodic background activity and folds co-located changes while being inactive. ',non-directive
?,non-directive
?,non-directive
' Provides a content assist add-on for an <tt>ITextViewer</tt>. Content assist supports the user in writing&nbsp; by proposing context sensitive completions at a given document position. A completion can also be a incomplete in itself and content assist provides means to deal with nested completions. <h2> Package Specification</h2> <tt>IContentAssistant</tt> defines the concept of the content assist add-on. It collaborates with content type specific completion processors (<tt>IContentAssistProcessor</tt>) in order to generate completion proposals (<tt>ICompletionProposal</tt>) valid at the current document position. The package provides a default implementation <tt>_ClassElement_</tt> which completely defines and implements the UI and the control flow for content assist. <br>&nbsp; ',non-directive
' Provides a content assist add-on for an <tt>ITextViewer</tt>. ',non-directive
'Content assist supports the user in writing&nbsp; by proposing context sensitive completions at a given document position. ',non-directive
'A completion can also be a incomplete in itself and content assist provides means to deal with nested completions. ',non-directive
'<h2> Package Specification</h2> <tt>IContentAssistant</tt> defines the concept of the content assist add-on. ',non-directive
'It collaborates with content type specific completion processors (<tt>IContentAssistProcessor</tt>) in order to generate completion proposals (<tt>ICompletionProposal</tt>) valid at the current document position. ',non-directive
'The package provides a default implementation <tt>_ClassElement_</tt> which completely defines and implements the UI and the control flow for content assist. <br>&nbsp; ',non-directive
?,non-directive
?,non-directive
?,non-directive
' Provides persistence support for templates. <h3>Packages</h3> <ul>   <li><tt><big><strong>_ClassPathElement_</strong></big></tt></li>   <li><tt><big><strong>_ClassPathElement_</strong></big></tt></li>   <li><tt><big><strong>_ClassPathElement_</strong></big></tt></li> </ul> <h3>Introduction</h3> Templates are shortcuts for frequently used fragments of text such as code patterns or complex text entities. They may contain variables which are only resolved at the time when the template is inserted within a context. Together with linked mode, inserting a template can create a on-the-fly edit mask within a text viewer.<br> <br> Templates are specified as text, variables are defined using the <tt>${variable}</tt> notation known from Ant, for example. The following snippet shows an example template for an instance check in Java:<br> <pre>if (${name} instanceof ${type}) { &nbsp;&nbsp;&nbsp; ${type} ${new_name} = (${type})${name}; &nbsp;&nbsp;&nbsp; ${cursor} } </pre> In this template, the variables (<tt>name,type, ...</tt>) are resolved when inserted into java source and changing one variable instance will also change the other. When leaving linked mode, the caret is placed at the <tt>cursor</tt> variable.<br> <br> Template functionality can be added to a custom text editor by offering <tt>_ClassElement_</tt>s as content assist choices, which is simplified by using a subclass of <tt>_ClassElement_</tt>. User template management can be offered by including a <tt>_ClassElement_</tt> which uses a <tt>_ClassElement_</tt> and <tt>_ClassElement_</tt> as the underlying model to store templates. The <tt>_ClassPathElement_</tt> extension point can be used to allow other plug-ins to contribute templates to an editor. This is accomplished by using the <tt>_ClassElement_</tt> and <tt>_ClassElement_</tt> subclasses of the above types.<br> <br> Template variables are resolved by a <tt>_ClassElement_.</tt> <tt>_ClassElement_</tt> offers some default variables such as date, user, and selection, but advanced features such as resolving to language constructs can be performed in subclasses.<br> <h4>Classes</h4> <ul>   <li><tt>Template</tt> a template consists of name, context type identifier, and a pattern.</li>   <li><tt>_ClassElement_</tt> and <tt>_ClassElement_</tt> are used to parse the template grammar and don\'t need to be used usually.</li>   <li>A <tt>_ClassElement_ </tt>can be offered in content assist, possibly created by a subclass of <tt>_ClassElement_.</tt></li>   <li><tt>_ClassElement_</tt> and <tt>_ClassElement_</tt> manage a set of templates within a plug-in and offer ways to store them in the preferences or externally in XML streams via a <tt>_ClassElement_</tt>.<br></li>   <li><tt>_ClassElement_</tt> and <tt>_ClassElement_</tt> add awareness for the  <tt>_ClassPathElement_</tt> extension point.</li>   <li><tt>_ClassElement_</tt> allows the user to access the templates within a <tt>_ClassElement_.</tt></li> </ul> <ul> </ul> <h4>Example</h4> See the Template Editor Example in the <strong>_ClassPathElement_</strong> project.<br> ',directive
' Provides persistence support for templates. ',non-directive
'<h3>Packages</h3> <ul>   ',non-directive
'<li><tt><big><strong>_ClassPathElement_</strong></big></tt></li>   ',directive
'<li><tt><big><strong>_ClassPathElement_</strong></big></tt></li>   ',directive
'<li><tt><big><strong>_ClassPathElement_</strong></big></tt></li> </ul> ',directive
'<h3>Introduction</h3> Templates are shortcuts for frequently used fragments of text such as code patterns or complex text entities. ',non-directive
'They may contain variables which are only resolved at the time when the template is inserted within a context. ',directive
'Together with linked mode, inserting a template can create a on-the-fly edit mask within a text viewer.<br> <br> ',non-directive
'Templates are specified as text, variables are defined using the <tt>${variable}</tt> notation known from Ant, for example. ',non-directive
'The following snippet shows an example template for an instance check in Java:<br> <pre>if (${name} instanceof ${type}) { &nbsp;&nbsp;&nbsp; ${type} ${new_name} = (${type})${name}; &nbsp;&nbsp;&nbsp; ${cursor} } </pre> In this template, the variables (<tt>name,type, ...</tt>) are resolved when inserted into java source and changing one variable instance will also change the other. ',non-directive
'When leaving linked mode, the caret is placed at the <tt>cursor</tt> variable.<br> <br> ',non-directive
'Template functionality can be added to a custom text editor by offering <tt>_ClassElement_</tt>s as content assist choices, which is simplified by using a subclass of <tt>_ClassElement_</tt>. ',directive
'User template management can be offered by including a <tt>_ClassElement_</tt> which uses a <tt>_ClassElement_</tt> and <tt>_ClassElement_</tt> as the underlying model to store templates. ',non-directive
